"","Units","scenario","region","gcam-consumer","year","value","Scenario","climate"
"13882","None Specified","Reference","South Korea","FoodDemand_Group7",2045,4942.4,"BaseMult","None"
"13883","None Specified","Reference","South Korea","FoodDemand_Group7",2050,4799.4,"BaseMult","None"
"13884","None Specified","Reference","South Korea","FoodDemand_Group7",2055,4634.6,"BaseMult","None"
"13885","None Specified","Reference","South Korea","FoodDemand_Group7",2060,4458.8,"BaseMult","None"
"13886","None Specified","Reference","South Korea","FoodDemand_Group7",2065,4276.9,"BaseMult","None"
"13887","None Specified","Reference","South Korea","FoodDemand_Group7",2070,4093.6,"BaseMult","None"
"13888","None Specified","Reference","South Korea","FoodDemand_Group7",2075,3913.1,"BaseMult","None"
"13889","None Specified","Reference","South Korea","FoodDemand_Group7",2080,3738.5,"BaseMult","None"
"13890","None Specified","Reference","South Korea","FoodDemand_Group7",2085,3571.8,"BaseMult","None"
"13891","None Specified","Reference","South Korea","FoodDemand_Group7",2090,3414.3,"BaseMult","None"
"13892","None Specified","Reference","South Korea","FoodDemand_Group7",2095,3266.8,"BaseMult","None"
"13893","None Specified","Reference","South Korea","FoodDemand_Group7",2100,3122.2,"BaseMult","None"
"13894","None Specified","Reference","South Korea","FoodDemand_Group8",1975,3537.9,"BaseMult","None"
"13895","None Specified","Reference","South Korea","FoodDemand_Group8",1990,4291.8,"BaseMult","None"
"13896","None Specified","Reference","South Korea","FoodDemand_Group8",2005,4870.1,"BaseMult","None"
"13897","None Specified","Reference","South Korea","FoodDemand_Group8",2010,4954.6,"BaseMult","None"
"13898","None Specified","Reference","South Korea","FoodDemand_Group8",2015,5082.3,"BaseMult","None"
"13899","None Specified","Reference","South Korea","FoodDemand_Group8",2020,5131.3,"BaseMult","None"
"13900","None Specified","Reference","South Korea","FoodDemand_Group8",2025,5158.6,"BaseMult","None"
"13901","None Specified","Reference","South Korea","FoodDemand_Group8",2030,5160.7,"BaseMult","None"
"13902","None Specified","Reference","South Korea","FoodDemand_Group8",2035,5127.6,"BaseMult","None"
"13903","None Specified","Reference","South Korea","FoodDemand_Group8",2040,5053.6,"BaseMult","None"
"13904","None Specified","Reference","South Korea","FoodDemand_Group8",2045,4942.4,"BaseMult","None"
"13905","None Specified","Reference","South Korea","FoodDemand_Group8",2050,4799.4,"BaseMult","None"
"13906","None Specified","Reference","South Korea","FoodDemand_Group8",2055,4634.6,"BaseMult","None"
"13907","None Specified","Reference","South Korea","FoodDemand_Group8",2060,4458.8,"BaseMult","None"
"13908","None Specified","Reference","South Korea","FoodDemand_Group8",2065,4276.9,"BaseMult","None"
"13909","None Specified","Reference","South Korea","FoodDemand_Group8",2070,4093.6,"BaseMult","None"
"13910","None Specified","Reference","South Korea","FoodDemand_Group8",2075,3913.1,"BaseMult","None"
"13911","None Specified","Reference","South Korea","FoodDemand_Group8",2080,3738.5,"BaseMult","None"
"13912","None Specified","Reference","South Korea","FoodDemand_Group8",2085,3571.8,"BaseMult","None"
"13913","None Specified","Reference","South Korea","FoodDemand_Group8",2090,3414.3,"BaseMult","None"
"13914","None Specified","Reference","South Korea","FoodDemand_Group8",2095,3266.8,"BaseMult","None"
"13915","None Specified","Reference","South Korea","FoodDemand_Group8",2100,3122.2,"BaseMult","None"
"13916","None Specified","Reference","South Korea","FoodDemand_Group9",1975,3537.9,"BaseMult","None"
"13917","None Specified","Reference","South Korea","FoodDemand_Group9",1990,4291.8,"BaseMult","None"
"13918","None Specified","Reference","South Korea","FoodDemand_Group9",2005,4870.1,"BaseMult","None"
"13919","None Specified","Reference","South Korea","FoodDemand_Group9",2010,4954.6,"BaseMult","None"
"13920","None Specified","Reference","South Korea","FoodDemand_Group9",2015,5082.3,"BaseMult","None"
"13921","None Specified","Reference","South Korea","FoodDemand_Group9",2020,5131.3,"BaseMult","None"
"13922","None Specified","Reference","South Korea","FoodDemand_Group9",2025,5158.6,"BaseMult","None"
"13923","None Specified","Reference","South Korea","FoodDemand_Group9",2030,5160.7,"BaseMult","None"
"13924","None Specified","Reference","South Korea","FoodDemand_Group9",2035,5127.6,"BaseMult","None"
"13925","None Specified","Reference","South Korea","FoodDemand_Group9",2040,5053.6,"BaseMult","None"
"13926","None Specified","Reference","South Korea","FoodDemand_Group9",2045,4942.4,"BaseMult","None"
"13927","None Specified","Reference","South Korea","FoodDemand_Group9",2050,4799.4,"BaseMult","None"
"13928","None Specified","Reference","South Korea","FoodDemand_Group9",2055,4634.6,"BaseMult","None"
"13929","None Specified","Reference","South Korea","FoodDemand_Group9",2060,4458.8,"BaseMult","None"
"13930","None Specified","Reference","South Korea","FoodDemand_Group9",2065,4276.9,"BaseMult","None"
"13931","None Specified","Reference","South Korea","FoodDemand_Group9",2070,4093.6,"BaseMult","None"
"13932","None Specified","Reference","South Korea","FoodDemand_Group9",2075,3913.1,"BaseMult","None"
"13933","None Specified","Reference","South Korea","FoodDemand_Group9",2080,3738.5,"BaseMult","None"
"13934","None Specified","Reference","South Korea","FoodDemand_Group9",2085,3571.8,"BaseMult","None"
"13935","None Specified","Reference","South Korea","FoodDemand_Group9",2090,3414.3,"BaseMult","None"
"13936","None Specified","Reference","South Korea","FoodDemand_Group9",2095,3266.8,"BaseMult","None"
"13937","None Specified","Reference","South Korea","FoodDemand_Group9",2100,3122.2,"BaseMult","None"
"13938","None Specified","Reference","Southeast Asia","FoodDemand_Group1",1975,20995.5,"BaseMult","None"
"13939","None Specified","Reference","Southeast Asia","FoodDemand_Group1",1990,29043.5,"BaseMult","None"
"13940","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2005,36839.9,"BaseMult","None"
"13941","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2010,39029.7,"BaseMult","None"
"13942","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2015,41274.1,"BaseMult","None"
"13943","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2020,43310.7,"BaseMult","None"
"13944","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2025,45115,"BaseMult","None"
"13945","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2030,46649.4,"BaseMult","None"
"13946","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2035,47895.7,"BaseMult","None"
"13947","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2040,48855.5,"BaseMult","None"
"13948","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2045,49529.2,"BaseMult","None"
"13949","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2050,49917.4,"BaseMult","None"
"13950","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2055,50073.7,"BaseMult","None"
"13951","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2060,50022.3,"BaseMult","None"
"13952","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2065,49774,"BaseMult","None"
"13953","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2070,49360.5,"BaseMult","None"
"13954","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2075,48784.7,"BaseMult","None"
"13955","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2080,48074.3,"BaseMult","None"
"13956","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2085,47260.4,"BaseMult","None"
"13957","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2090,46373.9,"BaseMult","None"
"13958","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2095,45445.5,"BaseMult","None"
"13959","None Specified","Reference","Southeast Asia","FoodDemand_Group1",2100,44485.8,"BaseMult","None"
"13960","None Specified","Reference","Southeast Asia","FoodDemand_Group10",1975,20995.5,"BaseMult","None"
"13961","None Specified","Reference","Southeast Asia","FoodDemand_Group10",1990,29043.5,"BaseMult","None"
"13962","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2005,36839.9,"BaseMult","None"
"13963","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2010,39029.7,"BaseMult","None"
"13964","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2015,41274.1,"BaseMult","None"
"13965","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2020,43310.7,"BaseMult","None"
"13966","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2025,45115,"BaseMult","None"
"13967","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2030,46649.4,"BaseMult","None"
"13968","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2035,47895.7,"BaseMult","None"
"13969","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2040,48855.5,"BaseMult","None"
"13970","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2045,49529.2,"BaseMult","None"
"13971","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2050,49917.4,"BaseMult","None"
"13972","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2055,50073.7,"BaseMult","None"
"13973","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2060,50022.3,"BaseMult","None"
"13974","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2065,49774,"BaseMult","None"
"13975","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2070,49360.5,"BaseMult","None"
"13976","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2075,48784.7,"BaseMult","None"
"13977","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2080,48074.3,"BaseMult","None"
"13978","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2085,47260.4,"BaseMult","None"
"13979","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2090,46373.9,"BaseMult","None"
"13980","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2095,45445.5,"BaseMult","None"
"13981","None Specified","Reference","Southeast Asia","FoodDemand_Group10",2100,44485.8,"BaseMult","None"
"13982","None Specified","Reference","Southeast Asia","FoodDemand_Group2",1975,20995.5,"BaseMult","None"
"13983","None Specified","Reference","Southeast Asia","FoodDemand_Group2",1990,29043.5,"BaseMult","None"
"13984","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2005,36839.9,"BaseMult","None"
"13985","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2010,39029.7,"BaseMult","None"
"13986","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2015,41274.1,"BaseMult","None"
"13987","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2020,43310.7,"BaseMult","None"
"13988","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2025,45115,"BaseMult","None"
"13989","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2030,46649.4,"BaseMult","None"
"13990","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2035,47895.7,"BaseMult","None"
"13991","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2040,48855.5,"BaseMult","None"
"13992","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2045,49529.2,"BaseMult","None"
"13993","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2050,49917.4,"BaseMult","None"
"13994","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2055,50073.7,"BaseMult","None"
"13995","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2060,50022.3,"BaseMult","None"
"13996","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2065,49774,"BaseMult","None"
"13997","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2070,49360.5,"BaseMult","None"
"13998","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2075,48784.7,"BaseMult","None"
"13999","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2080,48074.3,"BaseMult","None"
"14000","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2085,47260.4,"BaseMult","None"
"14001","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2090,46373.9,"BaseMult","None"
"14002","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2095,45445.5,"BaseMult","None"
"14003","None Specified","Reference","Southeast Asia","FoodDemand_Group2",2100,44485.8,"BaseMult","None"
"14004","None Specified","Reference","Southeast Asia","FoodDemand_Group3",1975,20995.5,"BaseMult","None"
"14005","None Specified","Reference","Southeast Asia","FoodDemand_Group3",1990,29043.5,"BaseMult","None"
"14006","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2005,36839.9,"BaseMult","None"
"14007","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2010,39029.7,"BaseMult","None"
"14008","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2015,41274.1,"BaseMult","None"
"14009","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2020,43310.7,"BaseMult","None"
"14010","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2025,45115,"BaseMult","None"
"14011","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2030,46649.4,"BaseMult","None"
"14012","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2035,47895.7,"BaseMult","None"
"14013","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2040,48855.5,"BaseMult","None"
"14014","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2045,49529.2,"BaseMult","None"
"14015","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2050,49917.4,"BaseMult","None"
"14016","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2055,50073.7,"BaseMult","None"
"14017","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2060,50022.3,"BaseMult","None"
"14018","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2065,49774,"BaseMult","None"
"14019","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2070,49360.5,"BaseMult","None"
"14020","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2075,48784.7,"BaseMult","None"
"14021","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2080,48074.3,"BaseMult","None"
"14022","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2085,47260.4,"BaseMult","None"
"14023","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2090,46373.9,"BaseMult","None"
"14024","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2095,45445.5,"BaseMult","None"
"14025","None Specified","Reference","Southeast Asia","FoodDemand_Group3",2100,44485.8,"BaseMult","None"
"14026","None Specified","Reference","Southeast Asia","FoodDemand_Group4",1975,20995.5,"BaseMult","None"
